lnchprg,enroll,staff,expend,salary,benefits,droprate,gradrate,math10,sci11,totcomp,ltotcomp,lexpend,lenroll,lstaff,bensal,lsalary
38.09999847,9105,99.69999695,4757,31837,6530,4.300000191,81.59999847,21.39999962,19,38367,10.55495262,8.467372894,9.116579056,4.602165699,0.205107272,10.36838436
38.09999847,624,125,4970,31289,4573,11.80000019,58.70000076,18.89999962,44,35862,10.48743343,8.511175156,6.436150551,4.828313828,0.146153599,10.35102177
38.29999924,2011,90.69999695,3912,30081,6134,1.299999952,95.19999695,20.5,41,36215,10.49722862,8.271803856,7.606387615,4.507557392,0.203916088,10.31164932
38.59999847,1199,103.8000031,3947,28278,5841,9.899999619,66.5,33.29999924,18.20000076,34119,10.43760967,8.280711174,7.089242935,4.642466068,0.206556335,10.24983978
38.59999847,507,118.3000031,4327,24850,4818,5.400000095,81.5,10.30000019,49,29668,10.29782391,8.372630119,6.228510857,4.773223877,0.1938833,10.1206131
38.70000076,434,122.6999969,4327,23039,6908,2.900000095,89.69999695,10.5,33.29999924,29947,10.30718422,8.372630119,6.0730443,4.809742451,0.299839407,10.04494381
38.79999924,1874,110.3000031,3685,24270,4479,0,94.80000305,15.30000019,45,28749,10.26635838,8.212025642,7.535830498,4.703204155,0.184548825,10.09699631
39,3349,90.90000153,3700,30093,5728,14.60000038,51.29999924,15.30000019,55.59999847,35821,10.48628998,8.216088295,8.116416931,4.509759903,0.190343276,10.31204796
39,340,140.1999969,4763,23414,4898,0,100,13.80000019,42.09999847,28312,10.25104141,8.468632698,5.828945637,4.943069935,0.209191084,10.06108952
39.20000076,799,98.30000305,3873,27418,5210,3.700000048,85.5,27.79999924,48.59999847,32628,10.39292622,8.261784554,6.683361053,4.588024139,0.190021157,10.21895504
39.20000076,1100,99.69999695,4809,34361,8532,10.60000038,64.69999695,28.79999924,70,42893,10.66646385,8.478244781,7.003065586,4.602165699,0.248304769,10.44467735
39.29999924,2901,94.09999847,3697,29570,5843,5,81.80000305,18.79999924,34.5,35413,10.47483444,8.215276718,7.972810745,4.544358253,0.197598919,10.29451561
39.40000153,2115,106.1999969,5602,38323,8338,5.300000191,79.80000305,19.29999924,41.70000076,46661,10.75066376,8.630879402,7.656810284,4.665324211,0.217571691,10.55380535
39.59999847,2135,88.69999695,3825,29940,5886,14,53.79999924,17.70000076,55.09999847,35826,10.48642921,8.249313354,7.666222095,4.48526001,0.19659318,10.30695057
40,2060,97.69999695,3700,27904,6598,0,99.30000305,22.5,44,34502,10.44877243,8.216088295,7.630461216,4.58190155,0.236453548,10.23652554
40.29999924,3762,82.80000305,4261,37806,8776,3,76.19999695,24.79999924,33.29999924,46582,10.74896908,8.357258797,8.23270607,4.416428089,0.232132465,10.54022312
40.5,1887,143.6000061,5625,27932,5430,8,66.30000305,17.70000076,44.70000076,33362,10.41517258,8.634976387,7.542743683,4.967031479,0.194400683,10.23752785
40.59999847,1492,91.5,3548,27586,5794,0.899999976,96.30000305,12.89999962,45.5,33380,10.41571236,8.174139023,7.307872772,4.516338825,0.210034072,10.22506332
40.59999847,1828,91.90000153,4018,27712,6115,20,43.59999847,25,51.40000153,33827,10.42901421,8.298539162,7.510977745,4.520700932,0.220662534,10.22962093
40.59999847,668,121.3000031,4075,27568,1644,0,100,12.5,30.79999924,29212,10.28233528,8.312625885,6.504288197,4.798266888,0.059634358,10.22441101
40.70000076,878,97.5,4447,32056,8288,4.800000191,85.5,16.29999924,57.90000153,40344,10.60519791,8.399985313,6.777646542,4.579852581,0.258547544,10.37523937
40.79999924,481,121.3000031,4520,25817,6724,3.599999905,85.5,22.20000076,53.59999847,32541,10.39025593,8.416267395,6.175867081,4.798266888,0.260448545,10.15878868
41.09999847,333,80,3415,29705,7434,4.699999809,81.09999847,25.89999962,65.30000305,37139,10.52242279,8.135932922,5.808142662,4.382026672,0.25026089,10.29907036
41.70000076,1204,117.6999969,4622,29090,6170,11.30000019,64.59999847,11.80000019,34.70000076,35260,10.47050476,8.43858242,7.09340477,4.768138885,0.212100372,10.2781496
42.29999924,1604,103.1999969,3784,25860,5124,10.5,57.5,17.39999962,32.79999924,30984,10.34122658,8.238536835,7.380255699,4.636668682,0.198143855,10.16045284
42.29999924,1174,100.1999969,3933,28810,6534,4,90.80000305,20.29999924,44.40000153,35344,10.47288418,8.277157784,7.068171978,4.607168198,0.226796255,10.26847744
42.29999924,1244,106.0999985,4019,27218,7133,5.699999809,80.19999695,14.30000019,50,34351,10.44438648,8.298788071,7.126087189,4.664381981,0.262069225,10.21163368
42.40000153,1789,112.6999969,4377,27624,5998,4,84.69999695,15.60000038,46.70000076,33622,10.42293549,8.384119034,7.489412308,4.724729538,0.217130035,10.22644043
42.70000076,212,120.3000031,3824,21674,5179,0,100,18.79999924,34.09999847,26853,10.19813251,8.249052048,5.356586456,4.789988518,0.238949895,9.983868599
42.90000153,385,118.1999969,4376,25247,7028,3.700000048,88.59999847,17.39999962,62.70000076,32275,10.38204861,8.383890152,5.953243256,4.772377968,0.278369695,10.13646221
43.59999847,2139,89.69999695,4220,31949,9151,0.699999988,115.6999969,16.29999924,39.5,41100,10.62376308,8.347590446,7.668093681,4.496470928,0.286425233,10.37189579
43.90000153,12105,111.6999969,5288,34195,7350,8.600000381,68.69999695,21.89999962,53.59999847,41545,10.63453293,8.573195457,9.401373863,4.715816498,0.214943707,10.43983459
44.09999847,524,99.19999695,4143,28138,4668,2.099999905,83.09999847,15.39999962,35.70000076,32806,10.39836693,8.329174995,6.261491776,4.597137928,0.165896654,10.24487591
44.09999847,2005,99,4196,29648,7385,7.900000095,71.59999847,15,47.09999847,37033,10.51956463,8.34188652,7.603399277,4.595119953,0.249089316,10.29714966
44.40000153,336,101.5,3706,26444,5007,18.39999962,44.40000153,21.70000076,47.79999924,31451,10.35618591,8.217708588,5.817111015,4.620059013,0.189343512,10.18278503
44.90000153,546,109.9000015,5229,31384,9524,10.5,63.40000153,14.60000038,56.40000153,40908,10.61908054,8.561975479,6.30261898,4.699570656,0.303466737,10.3540535
45,1813,65.90000153,3824,42255,9704,0.5,98.09999847,44.20000076,46.70000076,51959,10.85821056,8.249052048,7.502737999,4.188138485,0.229653299,10.65147781
45.09999847,412,112.5999985,4042,27486,4734,2.900000095,88.40000153,15.39999962,42.40000153,32220,10.38034248,8.304494858,6.021023273,4.723841667,0.172233135,10.22143173
45.09999847,1330,108.5999985,4337,25924,8442,4.400000095,85.5,17,36.5,34366,10.44482327,8.374938011,7.192934036,4.687671185,0.325644195,10.16292477
45.09999847,6931,98.69999695,4762,36566,5461,4.199999809,83.5,16,45.5,42027,10.64606762,8.46842289,8.843759537,4.592084885,0.149346381,10.50687408
45.20000076,4254,108.6999969,4759,32155,7390,3.099999905,88.5,7.300000191,71.80000305,39545,10.58519459,8.467792511,8.355614662,4.688591957,0.22982429,10.37832355
45.40000153,1686,86.59999847,3520,29629,6608,4.300000191,83.80000305,37.09999847,25,36237,10.49783611,8.166215897,7.430114269,4.461299896,0.223024741,10.29650879
45.70000076,394,115.8000031,4048,23700,5344,1.299999952,94.80000305,26.79999924,31.70000076,29044,10.27656746,8.305977821,5.976350784,4.751864433,0.225485235,10.07323074
46,761,113,4594,25083,5193,8.600000381,70.09999847,6.099999905,42.90000153,30276,10.31811047,8.432506561,6.634633541,4.727387905,0.207032651,10.12994576
46.20000076,358,120.9000015,4814,27930,6327,4.599999905,78.5,22.89999962,9.600000381,34257,10.44164658,8.479283333,5.880533218,4.794963837,0.226530612,10.23745632
46.70000076,2210,96.80000305,5717,42575,8109,5.199999809,74.90000153,14,44.40000153,50684,10.83336544,8.651199341,7.700747967,4.572647095,0.190463886,10.65902233
47.90000153,13454,129,5532,30501,7879,11.80000019,56.90000153,6.599999905,37.29999924,38380,10.55529213,8.618304253,9.507031441,4.85981226,0.258319408,10.32551479
48.29999924,1656,110.0999985,3859,25964,5244,8.600000381,70.5,8.199999809,44.59999847,31208,10.34842968,8.258163452,7.412160397,4.701388836,0.201971963,10.1644659
48.29999924,1448,112.9000015,3933,25529,5537,3.200000048,87.69999695,18.10000038,46.70000076,31066,10.34386921,8.277157784,7.277938366,4.726502419,0.216890588,10.14757061
48.40000153,759,106.6999969,3867,25711,5275,10.39999962,66.30000305,23.20000076,45.70000076,30986,10.34129047,8.260233879,6.632001877,4.670021057,0.205165103,10.15467453
48.40000153,590,111.8000031,3888,25482,5046,1.299999952,92.5,23.5,46.40000153,30528,10.3263998,8.265649796,6.380122662,4.716711521,0.198022127,10.14572716
48.5,303,108.9000015,3677,24058,5252,0,100,33.29999924,41.40000153,29310,10.28568363,8.209852219,5.713732719,4.690430164,0.218305767,10.0882225
49.20000076,488,89.90000153,3614,29290,7102,0.800000012,96.59999847,30.60000038,62.5,36392,10.50210381,8.192570686,6.190315247,4.498697758,0.242471829,10.28500175
49.70000076,626,110.1999969,4074,26480,5831,2.099999905,94,20,28.60000038,32311,10.38316345,8.312380791,6.439350605,4.702296734,0.220203921,10.18414497
49.90000153,852,123.3000031,3551,20524,4959,9.300000191,67.80000305,4.400000095,44.90000153,25483,10.14576721,8.174984932,6.747586727,4.814620495,0.241619572,9.929349899
51,1266,90.59999847,3738,30007,6500,13.19999981,59.29999924,16.89999962,44.29999924,36507,10.50525951,8.226305962,7.14361763,4.506453991,0.216616124,10.30918598
51.20000076,1964,78.69999695,3970,34849,7085,8.5,65.19999695,14.5,27.79999924,41934,10.64385223,8.286520958,7.5827384,4.365643024,0.203305691,10.45877934
51.20000076,9166,101.8000031,4980,35414,7175,6.199999809,76.5,11.19999981,50.29999924,42589,10.65935135,8.513185501,9.123256683,4.623010159,0.202603489,10.4748621
51.59999847,14733,107.3000031,4971,35024,6276,2.599999905,76.5,10.19999981,55.09999847,41300,10.62861824,8.511376381,9.597845078,4.675628662,0.179191411,10.46378899
51.70000076,865,103.5,3810,26470,4947,9.699999809,66.09999847,15.19999981,63,31417,10.35510445,8.245384216,6.762729645,4.639571667,0.186890826,10.18376732
52.29999924,1668,104.9000015,3725,25984,5393,18.89999962,42.20000076,16,62.5,31377,10.35383034,8.222822189,7.419380665,4.653007507,0.207550794,10.16523647
52.90000153,688,109.6999969,3628,23437,5607,4.800000191,82.09999847,30,46.5,29044,10.27656746,8.196436882,6.533788681,4.697749138,0.2392371,10.06207085
54,702,131.3999939,6057,34291,7245,18,44,15.5,39.09999847,41536,10.63431549,8.70897007,6.55393362,4.878245831,0.211279929,10.4426384
54.29999924,2171,92.30000305,3683,28518,7027,11.10000038,65.59999847,4.900000095,26,35545,10.47855473,8.211483002,7.682943344,4.525043964,0.24640578,10.25829029
55.20000076,2264,118.6999969,4657,29398,5758,7.199999809,72.5,20.29999924,44.40000153,35156,10.46755028,8.446126938,7.724888325,4.776599407,0.195863664,10.28868198
55.90000153,820,86.90000153,3750,28349,6760,9.800000191,66.5,1.899999976,9.300000191,35109,10.46621323,8.229511261,6.709304333,4.464757919,0.238456383,10.25234699
56.79999924,1658,126.4000015,5661,32825,5942,31.89999962,65,5.800000191,71.40000153,38767,10.56532478,8.641355515,7.413367271,4.839451313,0.181020558,10.39894581
59.90000153,363,134.8000031,3818,19764,4734,16.5,53.40000153,5.900000095,26.5,24498,10.10634708,8.2474823,5.894402981,4.903792381,0.239526406,9.891617775
60.90000153,1689,78.40000153,5380,41856,9468,35.79999924,23.5,7,11.19999981,51324,10.84591389,8.590443611,7.431891918,4.361824036,0.226204127,10.64199066
61.09999847,2631,100.6999969,5088,35020,7655,17.5,61.09999847,8.100000381,22.70000076,42675,10.66136837,8.534640312,7.875119209,4.612145901,0.21858938,10.46367455
73.80000305,4024,85.19999695,3942,32678,6220,8.699999809,83.30000305,11.5,26.79999924,38898,10.56869793,8.279443741,8.300031662,4.445001602,0.190342128,10.39445782
74.40000153,850,122.4000015,5029,29210,6513,1.600000024,91.90000153,9.5,9.699999809,35723,10.48355007,8.522976875,6.745236397,4.807294369,0.222971588,10.28226662
79.5,7585,93.30000305,4529,33645,7682,22,40.59999847,2.700000048,7.199999809,41327,10.62927151,8.41825676,8.933927536,4.535820007,0.228325158,10.42361927
